Transaction_ID,CDR_ID,Link_Confidence,Link_Type
TXN_00001129,CDR_00002861,0.834,ENTITY
TXN_00001399,CDR_00003450,0.988,TEMPORAL
TXN_00001189,CDR_00005120,0.886,ENTITY
TXN_00000943,CDR_00000695,0.848,ENTITY
TXN_00000918,CDR_00000347,0.886,GEO_SPATIAL
TXN_00001339,CDR_00004887,1.0,TEMPORAL
TXN_00001694,CDR_00000324,0.779,GEO_SPATIAL
TXN_00000523,CDR_00003033,0.959,GEO_SPATIAL
TXN_00001620,CDR_00002902,0.783,GEO_SPATIAL
TXN_00000173,CDR_00000431,0.795,GEO_SPATIAL
TXN_00000806,CDR_00000526,0.739,ENTITY
TXN_00001556,CDR_00003183,0.765,ENTITY
TXN_00000257,CDR_00005876,0.771,TEMPORAL
TXN_00001595,CDR_00004956,0.956,TEMPORAL
